,pitch_type,release_speed,release_pos_x,release_pos_z,player_name,zone,game_type,stand,p_throws,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,inning,vx0,vy0,ax,ay,az,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,release_pos_y,at_bat_number,pitch_number,pitch_name,spin_axis,delta_home_win_exp,delta_run_exp
599592,CH,89.2,-1.59,5.58,"deGrom, Jacob",9.0,R,L,R,S,0,0,-0.84,0.43,0.55,1.9,6,7.11589001057175,-129.876824175834,-11.1483119442422,26.9701915308624,-26.6369762051074,3.34,1.63,90.1,1604.0,6.8,53.73,39,1,Changeup,243.0,0.0,-0.03
599593,CH,87.6,-1.65,5.59,"deGrom, Jacob",1.0,R,R,R,X,0,0,-1.03,0.38,-0.35,2.93,6,5.40612366858732,-127.693996536131,-12.6268366950763,24.6037826527992,-27.8653676159986,3.4,1.61,89.1,1646.0,7.0,53.53,38,1,Changeup,250.0,0.033,-0.248
599606,FF,96.3,-1.45,5.66,"deGrom, Jacob",5.0,R,L,R,X,0,0,-0.28,1.49,-0.18,2.48,5,4.06687996274261,-140.23095963918,-4.71480497844651,31.723859760188105,-10.8318875683034,3.33,1.59,97.7,2401.0,7.0,53.47,34,1,4-Seam Fastball,191.0,0.031,-0.243
599607,SL,91.8,-1.39,5.63,"deGrom, Jacob",9.0,R,R,R,X,1,1,0.12,0.46,0.46,1.8,5,4.49124258718034,-133.856914324822,0.652590693737885,24.9030403289877,-25.6105815982304,3.28,1.57,93.9,2379.0,7.1,53.4,33,3,Slider,166.0,0.037,-0.363
599608,CH,88.8,-1.38,5.54,"deGrom, Jacob",14.0,R,R,R,B,0,1,-1.4,0.37,0.24,0.96,5,7.24970465486548,-129.400137470606,-17.9686525308963,25.7115912984754,-26.693837542536,3.28,1.61,91.5,1707.0,7.7,52.79,33,2,Changeup,255.0,0.0,0.037
599609,FF,94.6,-1.53,5.61,"deGrom, Jacob",2.0,R,R,R,S,0,0,-0.33,1.34,0.06,3.0,5,4.94474236373574,-137.759824372247,-5.30338748868607,30.475678170273294,-14.0653480243673,3.28,1.57,95.6,2287.0,6.8,53.69,33,1,4-Seam Fastball,194.0,0.0,-0.055
599610,FF,94.9,-1.4,5.64,"deGrom, Jacob",12.0,R,R,R,X,0,1,-0.2,1.41,0.96,2.63,5,6.750808204183531,-138.174414687534,-4.15280822042932,31.7260234181278,-12.4347063940492,3.5,1.69,96.5,2457.0,7.2,53.27,32,2,4-Seam Fastball,188.0,-0.033,0.3
599611,FF,94.2,-1.74,5.62,"deGrom, Jacob",6.0,R,R,R,S,0,0,-0.37,1.48,0.47,2.46,5,6.631827826912299,-136.946717369226,-6.27099052645714,31.3504972522766,-12.2522749120351,3.64,1.75,94.6,2307.0,6.7,53.83,32,1,4-Seam Fastball,194.0,0.0,-0.03
599612,SL,90.5,-1.61,5.61,"deGrom, Jacob",14.0,R,R,R,X,0,0,0.15,0.64,0.99,1.6,5,6.23614344922985,-131.716018092785,0.439429704389937,27.4189358074868,-23.6634982723483,3.07,1.46,91.5,2361.0,6.8,53.65,31,1,Slider,167.0,0.03,-0.248
599630,CH,88.2,-1.34,5.48,"deGrom, Jacob",11.0,R,L,R,S,3,2,-1.4,0.34,-0.97,2.42,4,3.917416364467981,-128.52369507137,-16.60183665883,26.1814527754317,-28.0415968530759,3.15,1.52,89.3,1772.0,6.9,53.65,26,8,Changeup,256.0,0.088,-0.92
599631,FF,96.8,-1.39,5.56,"deGrom, Jacob",12.0,R,L,R,S,3,2,-0.42,1.46,1.01,2.8,4,7.45556201035187,-140.79598340608,-7.34163389216415,31.4821983487158,-11.4054355501403,3.15,1.52,97.8,2480.0,6.8,53.65,26,7,4-Seam Fastball,196.0,0.0,0.0
599632,FF,95.6,-1.41,5.55,"deGrom, Jacob",6.0,R,L,R,S,3,2,-0.38,1.4,0.52,2.4,4,6.13253559976774,-139.254178454786,-6.560779231334619,31.7001160902373,-12.0273555700067,3.15,1.52,97.7,2316.0,7.5,53.03,26,6,4-Seam Fastball,195.0,0.0,0.0
599633,SL,91.9,-1.61,5.47,"deGrom, Jacob",14.0,R,L,R,B,2,2,0.32,0.47,0.98,0.65,4,5.93060151198252,-133.764164589145,2.8586688475682798,25.9633041571663,-25.0615927644596,3.15,1.52,93.4,2478.0,6.9,53.57,26,5,Slider,146.0,0.0,0.28
599634,FF,97.5,-1.43,5.55,"deGrom, Jacob",12.0,R,L,R,B,1,2,-0.47,1.46,0.53,3.49,4,6.44772343154242,-141.904020872889,-8.00457918745768,33.951890477536104,-11.377863754028,3.06,1.46,98.6,2532.0,7.0,53.5,26,4,4-Seam Fastball,198.0,0.0,0.182
599635,SL,92.4,-1.57,5.51,"deGrom, Jacob",4.0,R,L,R,S,1,1,0.25,0.61,-0.51,2.43,4,2.15454617737447,-134.763249698239,2.74760432789858,26.069161173848705,-24.013031291640896,3.15,1.52,93.9,2425.0,6.8,53.72,26,3,Slider,158.0,0.0,-0.204
599636,CH,91.6,-1.48,5.49,"deGrom, Jacob",13.0,R,L,R,B,0,1,-1.27,0.51,-0.6,1.4,4,5.1260578575924,-133.401338462951,-16.6694819241696,29.6379191142987,-24.822523841829,3.17,1.57,92.9,1709.0,7.1,53.43,26,2,Changeup,248.0,0.0,0.05
599637,FF,96.2,-1.54,5.57,"deGrom, Jacob",11.0,R,L,R,S,0,0,-0.33,1.19,-0.41,3.43,4,3.80645111974058,-140.19677237762,-5.33865957097676,33.0471483007366,-15.8007657799677,3.15,1.52,97.0,2380.0,6.8,53.72,26,1,4-Seam Fastball,196.0,0.0,-0.155
599638,FF,96.1,-1.45,5.5,"deGrom, Jacob",12.0,R,L,R,B,1,1,-0.3,1.4,1.14,3.73,4,7.604456962893651,-139.794700682748,-5.7161420751244005,32.3924529367588,-13.3010258902116,3.48,1.67,96.7,2458.0,6.7,53.81,25,3,4-Seam Fastball,192.0,-0.036,0.332
599639,FF,97.1,-1.61,5.53,"deGrom, Jacob",11.0,R,L,R,S,1,0,-0.47,1.5,-0.83,3.16,4,3.18715080656657,-141.439435250854,-7.14242624330366,34.2604757836754,-11.0815300295595,3.48,1.6,97.5,2520.0,6.6,53.87,25,2,4-Seam Fastball,197.0,0.0,-0.055
