,pitch_type,release_speed,release_pos_x,release_pos_z,player_name,zone,game_type,stand,p_throws,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,inning,vx0,vy0,ax,ay,az,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,release_pos_y,at_bat_number,pitch_number,pitch_name,spin_axis,delta_home_win_exp,delta_run_exp
159201,SL,84.1,-1.23,5.57,"Bieber, Shane",8.0,R,R,R,S,1,0,0.27,-0.32,0.18,1.54,4,2.746316086457833,-122.55002498173587,2.2514413964991413,22.62293348975995,-35.16832943212254,3.53,1.59,84.9,2613.0,6.6,53.92,34,2,Slider,48.0,0.0,-0.033
159202,FC,88.8,-1.46,5.69,"Bieber, Shane",11.0,R,R,R,B,0,0,0.11,0.93,-0.88,2.78,4,1.1982285435868227,-129.4177819222318,0.9998965733112404,24.11737272412296,-21.22108211901068,3.58,1.59,89.8,2551.0,6.6,53.94,34,1,Cutter,189.0,0.0,0.027
159203,KC,83.8,-1.23,5.65,"Bieber, Shane",13.0,R,L,R,S,2,2,0.83,-1.28,-0.06,0.9,4,1.062568221054846,-122.03537372022429,8.056400745819634,25.94583122716979,-44.74048812656825,3.59,1.7,83.9,2660.0,6.5,54.02,33,5,Knuckle Curve,28.0,-0.03,-0.215
159204,KC,84.2,-1.2,5.66,"Bieber, Shane",14.0,R,L,R,S,2,1,0.67,-1.22,0.5,1.53,4,2.6327118296916168,-122.63292308432806,6.119713501861037,25.97395715324581,-44.444591384806245,3.59,1.7,84.1,2532.0,6.3,54.16,33,4,Knuckle Curve,36.0,0.0,-0.076
159205,FF,94.3,-1.09,5.63,"Bieber, Shane",13.0,R,L,R,B,1,1,-0.76,1.63,-0.95,2.61,4,2.066823466965765,-137.28803531943092,-10.086517173905188,31.00303373168637,-10.446682732006575,3.67,1.7,94.8,2364.0,6.6,53.89,33,3,4-Seam Fastball,211.0,0.0,0.051
159206,FF,94.3,-1.17,5.61,"Bieber, Shane",4.0,R,L,R,S,1,0,-0.82,1.51,-0.42,2.62,4,3.7937562394679327,-137.16019153864573,-11.134101231893652,30.554694388637827,-12.099784878644831,3.59,1.7,94.8,2363.0,6.6,53.87,33,2,4-Seam Fastball,215.0,0.0,-0.05
159207,FC,90.1,-1.26,5.68,"Bieber, Shane",12.0,R,L,R,B,0,0,0.11,0.94,0.87,2.87,4,5.095932878375352,-131.2919395754744,0.3104059007070774,25.599032553101267,-20.869507905650483,3.73,1.7,91.1,2565.0,6.7,53.84,33,1,Cutter,193.0,0.0,0.0409999999999999
159228,KC,85.2,-1.3,5.53,"Bieber, Shane",14.0,R,L,R,S,3,2,0.66,-1.06,0.39,0.16,3,2.6688114760365265,-123.99168936066457,6.176858869802508,26.29885054208801,-42.357550305424645,3.73,1.77,85.3,2374.0,6.5,54.01,26,7,Knuckle Curve,24.0,-0.0279999999999999,-0.278
159229,FF,94.8,-1.16,5.56,"Bieber, Shane",14.0,R,L,R,B,2,2,-0.78,1.57,0.95,2.43,3,7.336246217717063,-137.88131800864122,-11.605186429236886,29.98405884854713,-10.95828319927838,3.63,1.77,95.7,2443.0,6.8,53.69,26,6,4-Seam Fastball,213.0,0.0,0.062
159230,FC,90.0,-1.4,5.52,"Bieber, Shane",4.0,R,L,R,S,2,2,0.29,0.93,-0.77,2.47,3,0.9575566056081832,-131.11740105690222,3.20342361445832,25.440474196964157,-20.83825391770607,3.73,1.77,90.6,2621.0,6.4,54.09,26,5,Cutter,213.0,0.0,0.0
159231,FF,93.5,-1.3,5.57,"Bieber, Shane",11.0,R,L,R,S,2,1,-0.75,1.65,-1.14,3.41,3,2.0626842873082416,-136.07994572109305,-9.700296118908737,31.68182299313885,-11.152725528962598,3.73,1.77,93.7,2391.0,6.5,53.96,26,4,4-Seam Fastball,212.0,0.0,-0.064
159232,KC,83.6,-1.26,5.6,"Bieber, Shane",14.0,R,L,R,B,1,1,0.89,-1.01,0.77,0.58,3,2.9143284484613297,-121.7114461359867,8.173489484063133,25.865868740897437,-41.682387241295416,3.73,1.77,83.5,2414.0,6.4,54.11,26,3,Knuckle Curve,31.0,0.0,0.046
159233,FC,89.3,-1.45,5.53,"Bieber, Shane",13.0,R,L,R,B,0,1,-0.08,0.93,-0.98,2.02,3,1.3369638310001648,-130.08985285288549,-1.190761335388307,23.42919076380617,-20.872139932476006,3.58,1.77,90.3,2536.0,6.6,53.95,26,2,Cutter,189.0,0.0,0.023
159234,FC,89.5,-1.28,5.54,"Bieber, Shane",3.0,R,L,R,S,0,0,-0.18,0.7,0.34,3.12,3,4.41108433508223,-130.42100068050993,-2.8986300329848422,26.131194304657264,-24.07503057294794,3.63,1.77,90.4,2548.0,6.7,53.84,26,1,Cutter,200.0,-0.078,-0.078
159235,KC,83.4,-1.2,5.61,"Bieber, Shane",9.0,R,R,R,X,2,2,0.84,-1.36,0.6,1.49,3,2.4862191581451185,-121.3938182370302,7.655109804578647,26.627768528810726,-45.69976641697921,3.12,1.5,83.1,2559.0,6.4,54.12,25,5,Knuckle Curve,30.0,0.044,0.5529999999999999
159236,KC,83.7,-1.32,5.58,"Bieber, Shane",14.0,R,R,R,S,2,1,0.71,-1.2,0.56,1.17,3,2.9539634264732,-121.80236701409558,6.397855847852142,25.75757463166181,-44.00918953759616,3.12,1.5,83.7,2485.0,6.5,54.02,25,4,Knuckle Curve,35.0,0.0,-0.077
159237,FC,89.9,-1.36,5.53,"Bieber, Shane",8.0,R,R,R,S,2,0,0.09,1.16,0.12,1.45,3,3.5025129281693914,-130.92789499920582,0.3760847015992329,24.78086336905909,-17.598040113786595,2.94,1.5,90.8,2540.0,6.6,53.94,25,3,Cutter,208.0,0.0,-0.078
